Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-11-29 09:15:00+05:30,247.0,247.0,246.7,246.9,0,0,0
2019-11-29 09:16:00+05:30,246.9,247.3,246.8,247.3,87731,0,0
2019-11-29 09:17:00+05:30,247.3,247.4,247.15,247.4,64863,0,0
2019-11-29 09:18:00+05:30,247.35,247.4,247.0,247.15,53908,0,0
2019-11-29 09:19:00+05:30,247.15,247.15,246.75,246.85,54733,0,0
2019-11-29 09:20:00+05:30,247.0,247.0,246.75,246.95,36061,0,0
2019-11-29 09:21:00+05:30,247.0,247.0,246.8,246.95,29723,0,0
2019-11-29 09:22:00+05:30,246.95,246.95,246.8,246.95,19706,0,0
2019-11-29 09:23:00+05:30,246.9,246.95,246.9,246.95,17446,0,0
2019-11-29 09:24:00+05:30,246.9,247.05,246.85,247.05,28265,0,0
2019-11-29 09:25:00+05:30,247.05,247.05,246.6,246.75,34752,0,0
2019-11-29 09:26:00+05:30,246.7,246.85,246.7,246.75,19258,0,0
2019-11-29 09:27:00+05:30,246.75,246.85,246.6,246.7,15275,0,0
2019-11-29 09:28:00+05:30,246.7,246.7,246.6,246.7,13423,0,0
2019-11-29 09:29:00+05:30,246.7,246.7,246.6,246.6,24544,0,0
2019-11-29 09:30:00+05:30,246.6,246.6,246.45,246.55,80236,0,0
2019-11-29 09:31:00+05:30,246.45,246.55,246.45,246.55,25602,0,0
2019-11-29 09:32:00+05:30,246.55,246.6,246.5,246.5,37444,0,0
2019-11-29 09:33:00+05:30,246.55,246.55,246.45,246.55,24112,0,0
2019-11-29 09:34:00+05:30,246.4,246.5,246.25,246.35,69568,0,0
2019-11-29 09:35:00+05:30,246.25,246.35,246.2,246.3,21227,0,0
2019-11-29 09:36:00+05:30,246.3,246.45,246.25,246.35,50086,0,0
2019-11-29 09:37:00+05:30,246.45,246.5,246.4,246.4,46130,0,0
2019-11-29 09:38:00+05:30,246.45,246.55,246.45,246.5,32883,0,0
2019-11-29 09:39:00+05:30,246.55,246.55,246.45,246.5,8736,0,0
2019-11-29 09:40:00+05:30,246.5,246.5,246.4,246.4,18601,0,0
2019-11-29 09:41:00+05:30,246.4,246.5,246.35,246.5,18058,0,0
2019-11-29 09:42:00+05:30,246.5,246.5,246.3,246.3,45102,0,0
2019-11-29 09:43:00+05:30,246.3,246.3,246.15,246.25,67323,0,0
2019-11-29 09:44:00+05:30,246.4,246.55,246.25,246.45,70360,0,0
2019-11-29 09:45:00+05:30,246.45,246.55,246.4,246.55,50826,0,0
2019-11-29 09:46:00+05:30,246.55,246.65,246.55,246.6,32632,0,0
2019-11-29 09:47:00+05:30,246.6,246.7,246.6,246.65,17665,0,0
2019-11-29 09:48:00+05:30,246.55,246.65,246.55,246.6,17808,0,0
2019-11-29 09:49:00+05:30,246.65,246.7,246.55,246.65,14446,0,0
2019-11-29 09:50:00+05:30,246.65,246.7,246.45,246.55,12384,0,0
2019-11-29 09:51:00+05:30,246.55,246.65,246.5,246.65,17822,0,0
2019-11-29 09:52:00+05:30,246.6,246.7,246.5,246.65,19958,0,0
2019-11-29 09:53:00+05:30,246.65,246.65,246.5,246.55,14400,0,0
2019-11-29 09:54:00+05:30,246.5,246.55,246.4,246.45,18423,0,0
2019-11-29 09:55:00+05:30,246.45,246.5,246.4,246.5,13018,0,0
2019-11-29 09:56:00+05:30,246.5,246.5,246.4,246.5,16724,0,0
2019-11-29 09:57:00+05:30,246.55,246.55,246.4,246.4,11525,0,0
2019-11-29 09:58:00+05:30,246.45,246.45,246.4,246.45,14564,0,0
2019-11-29 09:59:00+05:30,246.45,246.45,246.4,246.45,14350,0,0
2019-11-29 10:00:00+05:30,246.45,246.5,246.35,246.5,42743,0,0
2019-11-29 10:01:00+05:30,246.5,246.5,246.4,246.45,38957,0,0
2019-11-29 10:02:00+05:30,246.45,246.5,246.3,246.35,43530,0,0
2019-11-29 10:03:00+05:30,246.35,246.35,246.25,246.3,26945,0,0
2019-11-29 10:04:00+05:30,246.3,246.3,246.2,246.25,34911,0,0
2019-11-29 10:05:00+05:30,246.2,246.4,246.15,246.3,53273,0,0
2019-11-29 10:06:00+05:30,246.3,246.35,246.2,246.3,42853,0,0
2019-11-29 10:07:00+05:30,246.2,246.3,246.2,246.3,9076,0,0
2019-11-29 10:08:00+05:30,246.2,246.35,246.2,246.35,29621,0,0
2019-11-29 10:09:00+05:30,246.3,246.4,246.3,246.4,16131,0,0
2019-11-29 10:10:00+05:30,246.4,246.5,246.4,246.5,22480,0,0
2019-11-29 10:11:00+05:30,246.5,246.5,246.4,246.45,3571,0,0
2019-11-29 10:12:00+05:30,246.4,246.5,246.4,246.45,225968,0,0
2019-11-29 10:13:00+05:30,246.45,246.5,246.4,246.5,7243,0,0
2019-11-29 10:14:00+05:30,246.5,246.5,246.35,246.4,19900,0,0
2019-11-29 10:15:00+05:30,246.4,246.4,246.35,246.4,9000,0,0
2019-11-29 10:16:00+05:30,246.35,246.5,246.35,246.5,23562,0,0
2019-11-29 10:17:00+05:30,246.5,246.5,246.4,246.45,9475,0,0
2019-11-29 10:18:00+05:30,246.45,246.5,246.4,246.45,21882,0,0
2019-11-29 10:19:00+05:30,246.45,246.45,246.3,246.35,15557,0,0
2019-11-29 10:20:00+05:30,246.3,246.45,246.25,246.4,24684,0,0
2019-11-29 10:21:00+05:30,246.4,246.5,246.4,246.5,16977,0,0
2019-11-29 10:22:00+05:30,246.5,246.5,246.35,246.35,4561,0,0
2019-11-29 10:23:00+05:30,246.45,246.45,246.35,246.4,11963,0,0
2019-11-29 10:24:00+05:30,246.4,246.4,246.35,246.4,20968,0,0
2019-11-29 10:25:00+05:30,246.35,246.45,246.35,246.45,7895,0,0
2019-11-29 10:26:00+05:30,246.45,246.45,246.4,246.45,14920,0,0
2019-11-29 10:27:00+05:30,246.45,246.5,246.4,246.5,15391,0,0
2019-11-29 10:28:00+05:30,246.45,246.5,246.4,246.45,12795,0,0
2019-11-29 10:29:00+05:30,246.4,246.45,246.35,246.35,17162,0,0
2019-11-29 10:30:00+05:30,246.35,246.4,246.35,246.4,4201,0,0
2019-11-29 10:31:00+05:30,246.4,246.45,246.35,246.45,14127,0,0
2019-11-29 10:32:00+05:30,246.4,246.45,246.35,246.4,4010,0,0
2019-11-29 10:33:00+05:30,246.3,246.3,246.25,246.3,36016,0,0
2019-11-29 10:34:00+05:30,246.25,246.3,246.25,246.3,6288,0,0
2019-11-29 10:36:00+05:30,246.3,246.35,246.25,246.35,66936,0,0
2019-11-29 10:37:00+05:30,246.35,246.55,246.35,246.45,61517,0,0
2019-11-29 10:38:00+05:30,246.4,246.45,246.35,246.4,3849,0,0
2019-11-29 10:39:00+05:30,246.4,246.45,246.35,246.4,8482,0,0
