Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-11-28 09:15:00+05:30,1616.95,1625.35,1616.95,1624.45,0,0,0
2019-11-28 09:16:00+05:30,1624.25,1626.0,1620.95,1624.5,30462,0,0
2019-11-28 09:17:00+05:30,1625.0,1625.65,1624.6,1625.1,8771,0,0
2019-11-28 09:18:00+05:30,1625.15,1626.1,1625.1,1625.15,12640,0,0
2019-11-28 09:19:00+05:30,1625.25,1625.9,1623.7,1624.05,12179,0,0
2019-11-28 09:20:00+05:30,1624.1,1625.45,1624.0,1625.45,10738,0,0
2019-11-28 09:21:00+05:30,1625.5,1625.65,1622.0,1623.15,10802,0,0
2019-11-28 09:22:00+05:30,1622.55,1623.25,1622.1,1622.5,3521,0,0
2019-11-28 09:23:00+05:30,1622.95,1623.0,1621.25,1621.55,8852,0,0
2019-11-28 09:24:00+05:30,1621.65,1622.0,1621.0,1621.2,3673,0,0
2019-11-28 09:25:00+05:30,1621.1,1621.85,1618.5,1619.1,9673,0,0
2019-11-28 09:26:00+05:30,1619.25,1620.25,1618.7,1619.4,4386,0,0
2019-11-28 09:27:00+05:30,1619.4,1619.6,1618.1,1618.9,5549,0,0
2019-11-28 09:28:00+05:30,1619.0,1620.9,1618.5,1620.5,5266,0,0
2019-11-28 09:29:00+05:30,1620.8,1622.15,1620.05,1622.15,5347,0,0
2019-11-28 09:30:00+05:30,1621.9,1622.95,1621.25,1621.25,8149,0,0
2019-11-28 09:31:00+05:30,1621.05,1621.1,1620.0,1620.35,5960,0,0
2019-11-28 09:32:00+05:30,1620.45,1621.75,1620.0,1620.35,10731,0,0
2019-11-28 09:33:00+05:30,1620.1,1620.95,1620.0,1620.6,5357,0,0
2019-11-28 09:34:00+05:30,1620.45,1620.65,1619.85,1620.0,10987,0,0
2019-11-28 09:35:00+05:30,1620.65,1620.75,1619.55,1620.05,8137,0,0
2019-11-28 09:36:00+05:30,1620.6,1620.6,1619.25,1620.5,10426,0,0
2019-11-28 09:37:00+05:30,1620.0,1620.95,1619.3,1620.05,17280,0,0
2019-11-28 09:38:00+05:30,1620.9,1621.25,1620.15,1621.2,3580,0,0
2019-11-28 09:39:00+05:30,1621.25,1621.7,1619.9,1620.5,16214,0,0
2019-11-28 09:40:00+05:30,1620.5,1621.1,1619.1,1620.0,8752,0,0
2019-11-28 09:41:00+05:30,1619.4,1620.95,1619.3,1619.55,8319,0,0
2019-11-28 09:42:00+05:30,1619.25,1620.1,1619.0,1619.0,1389,0,0
2019-11-28 09:43:00+05:30,1618.95,1618.95,1617.25,1618.25,4644,0,0
2019-11-28 09:44:00+05:30,1618.25,1618.8,1617.55,1618.25,4624,0,0
2019-11-28 09:45:00+05:30,1618.5,1618.5,1617.25,1618.45,10501,0,0
2019-11-28 09:46:00+05:30,1617.7,1618.5,1617.3,1617.3,2643,0,0
2019-11-28 09:47:00+05:30,1617.3,1617.8,1616.75,1616.75,4581,0,0
2019-11-28 09:48:00+05:30,1617.2,1617.2,1615.5,1615.5,7427,0,0
2019-11-28 09:49:00+05:30,1615.5,1616.5,1615.05,1616.0,7439,0,0
2019-11-28 09:50:00+05:30,1616.2,1616.85,1615.75,1616.5,5688,0,0
2019-11-28 09:51:00+05:30,1616.5,1618.0,1616.25,1618.0,6272,0,0
2019-11-28 09:52:00+05:30,1618.1,1619.15,1618.05,1619.15,5275,0,0
2019-11-28 09:53:00+05:30,1619.25,1619.3,1618.55,1619.1,4267,0,0
2019-11-28 09:54:00+05:30,1619.0,1619.0,1618.1,1618.6,1298,0,0
2019-11-28 09:55:00+05:30,1618.55,1619.95,1618.55,1619.55,2230,0,0
2019-11-28 09:56:00+05:30,1619.5,1620.35,1618.75,1620.35,3993,0,0
2019-11-28 09:57:00+05:30,1620.0,1620.5,1619.95,1620.4,3965,0,0
2019-11-28 09:58:00+05:30,1620.4,1620.4,1619.1,1619.55,4860,0,0
2019-11-28 09:59:00+05:30,1619.6,1619.9,1619.0,1619.05,2228,0,0
2019-11-28 10:00:00+05:30,1619.05,1619.4,1618.05,1618.05,4369,0,0
2019-11-28 10:01:00+05:30,1618.05,1619.6,1618.0,1619.5,7189,0,0
2019-11-28 10:02:00+05:30,1619.05,1620.65,1619.05,1620.65,5591,0,0
2019-11-28 10:03:00+05:30,1620.5,1620.95,1619.7,1620.0,2468,0,0
2019-11-28 10:04:00+05:30,1619.95,1620.0,1619.3,1620.0,1863,0,0
2019-11-28 10:05:00+05:30,1620.15,1620.5,1618.1,1618.15,4166,0,0
2019-11-28 10:06:00+05:30,1618.05,1618.85,1618.05,1618.85,2628,0,0
2019-11-28 10:07:00+05:30,1618.7,1618.75,1616.05,1616.2,7310,0,0
2019-11-28 10:08:00+05:30,1616.05,1616.8,1615.55,1616.1,5976,0,0
2019-11-28 10:09:00+05:30,1616.1,1616.8,1615.5,1616.15,4160,0,0
2019-11-28 10:10:00+05:30,1616.5,1618.1,1616.0,1618.1,4584,0,0
2019-11-28 10:11:00+05:30,1618.1,1619.4,1616.95,1617.2,3199,0,0
2019-11-28 10:12:00+05:30,1617.2,1618.25,1616.95,1618.15,1865,0,0
2019-11-28 10:13:00+05:30,1618.25,1618.8,1618.0,1618.7,777,0,0
2019-11-28 10:14:00+05:30,1618.65,1618.75,1618.0,1618.7,1274,0,0
2019-11-28 10:15:00+05:30,1618.75,1618.75,1618.0,1618.6,981,0,0
2019-11-28 10:16:00+05:30,1618.6,1618.85,1618.1,1618.85,1861,0,0
2019-11-28 10:17:00+05:30,1618.3,1618.7,1617.3,1617.55,2066,0,0
2019-11-28 10:18:00+05:30,1618.2,1618.25,1616.25,1616.95,2868,0,0
2019-11-28 10:19:00+05:30,1616.95,1617.1,1616.5,1617.0,643,0,0
2019-11-28 10:20:00+05:30,1616.15,1616.9,1616.05,1616.05,2100,0,0
2019-11-28 10:21:00+05:30,1616.05,1616.4,1616.05,1616.4,1176,0,0
2019-11-28 10:22:00+05:30,1616.1,1616.4,1615.5,1615.5,2513,0,0
2019-11-28 10:23:00+05:30,1615.6,1616.0,1615.5,1615.8,769,0,0
2019-11-28 10:24:00+05:30,1615.75,1616.45,1615.75,1616.45,3312,0,0
2019-11-28 10:25:00+05:30,1616.45,1618.15,1616.05,1618.05,2774,0,0
2019-11-28 10:26:00+05:30,1617.5,1617.8,1616.9,1617.15,2744,0,0
2019-11-28 10:27:00+05:30,1617.15,1617.5,1616.7,1616.7,1409,0,0
2019-11-28 10:28:00+05:30,1616.7,1616.8,1615.5,1615.8,6073,0,0
2019-11-28 10:29:00+05:30,1616.0,1617.15,1615.85,1617.15,6012,0,0
2019-11-28 10:30:00+05:30,1617.4,1617.45,1616.65,1616.9,1073,0,0
2019-11-28 10:31:00+05:30,1616.9,1616.9,1616.0,1616.0,1388,0,0
2019-11-28 10:32:00+05:30,1616.0,1617.1,1616.0,1616.55,6919,0,0
2019-11-28 10:33:00+05:30,1616.55,1616.75,1616.0,1616.5,802,0,0
2019-11-28 10:34:00+05:30,1616.5,1616.5,1613.1,1613.5,11379,0,0
2019-11-28 10:35:00+05:30,1613.5,1613.75,1611.05,1612.9,23958,0,0
2019-11-28 10:36:00+05:30,1613.45,1613.5,1608.85,1613.0,31469,0,0
2019-11-28 10:37:00+05:30,1613.0,1613.85,1612.15,1612.35,3790,0,0
2019-11-28 10:38:00+05:30,1612.15,1612.35,1610.9,1611.7,3741,0,0
2019-11-28 10:39:00+05:30,1611.1,1612.75,1610.5,1610.95,9752,0,0
2019-11-28 10:40:00+05:30,1611.0,1612.05,1610.85,1611.05,2360,0,0
2019-11-28 10:41:00+05:30,1611.0,1611.1,1610.8,1610.9,761,0,0
2019-11-28 10:42:00+05:30,1611.0,1611.2,1610.5,1610.9,4574,0,0
2019-11-28 10:43:00+05:30,1610.9,1611.45,1610.5,1610.55,3060,0,0
2019-11-28 10:44:00+05:30,1610.55,1611.35,1610.55,1611.0,1440,0,0
2019-11-28 10:45:00+05:30,1611.1,1612.35,1611.0,1611.05,3540,0,0
2019-11-28 10:46:00+05:30,1610.6,1611.05,1610.1,1610.35,1135,0,0
2019-11-28 10:47:00+05:30,1610.35,1611.3,1610.3,1611.3,2206,0,0
2019-11-28 10:48:00+05:30,1611.35,1613.0,1610.55,1611.15,3901,0,0
